Chr;start;end;depth
Chr1;2901;2903;336
Chr1;2903;2904;302
Chr1;2904;2905;336
Chr1;2905;2906;340
Chr1;2906;2907;339
Chr1;2907;2908;334
Chr1;2908;2909;336
Chr1;2909;2910;334
Chr1;2910;2911;336
Chr1;2911;2912;327
Chr1;2912;2913;336
Chr1;2913;2914;314
Chr1;2914;2915;341
Chr1;2915;2916;338
Chr1;2916;2917;295
Chr1;2917;2918;333
Chr1;2918;2920;341
Chr1;2920;2921;340
Chr1;2921;2922;338
Chr1;2922;2923;330
Chr1;2923;2924;328
Chr1;2924;2925;326
Chr1;2925;2926;337
Chr1;2926;2927;318
Chr1;2927;2928;338
Chr1;2928;2929;319
Chr1;2929;2930;341
Chr1;2930;2931;331
Chr1;2931;2932;335
Chr1;2932;2933;332
Chr1;2933;2934;317
Chr1;2934;2935;337
Chr1;2935;2937;332
Chr1;2937;2938;330
Chr1;2938;2939;332
Chr1;2939;2940;277
Chr1;2940;2941;320
Chr1;2941;2942;335
Chr1;2942;2943;337
Chr1;2943;2944;341
Chr1;2944;2946;340
Chr1;2946;2947;341
Chr1;2947;2948;340
Chr1;2948;2949;339
Chr1;2949;2950;328
Chr1;2950;2951;337
Chr1;2951;2952;316
Chr1;2952;2953;340
Chr1;2953;2954;341
Chr1;2954;2955;340
Chr1;2955;2956;325
Chr1;2956;2957;339
Chr1;2957;2958;331
Chr1;2958;2959;337
Chr1;2959;2960;324
Chr1;2960;2961;340
Chr1;2961;2962;336
Chr1;2962;2963;315
Chr1;2963;2964;339
Chr1;2964;2965;338
Chr1;2965;2966;314
Chr1;2966;2967;337
Chr1;2967;2968;335
Chr1;2968;2969;340
Chr1;2969;2970;341
Chr1;2970;2971;330
Chr1;2971;2972;336
Chr1;2972;2973;308
Chr1;2973;2974;337
Chr1;2974;2975;341
Chr1;2975;2976;339
Chr1;2976;2977;337
Chr1;2977;2978;328
Chr1;2978;2979;338
Chr1;2979;2980;332
Chr1;2980;2981;333
Chr1;2981;2982;329
Chr1;2982;2983;341
Chr1;2983;2984;332
Chr1;2984;2985;338
Chr1;2985;2986;318
Chr1;2986;2988;339
Chr1;2988;2989;333
Chr1;2989;2990;335
Chr1;2990;2991;339
Chr1;2991;2992;329
Chr1;2992;2993;335
Chr1;2993;2994;337
Chr1;2994;2995;334
Chr1;2995;2996;336
Chr1;2996;2997;333
Chr1;2997;2998;325
Chr1;2998;2999;333
Chr1;2999;3000;309
Chr1;3000;3001;337
Chr1;3001;3002;341
Chr1;3002;3003;338
Chr1;3003;3004;308
Chr1;3004;3005;338
Chr1;3005;3006;341
Chr1;3006;3007;339
Chr1;3007;3008;328
Chr1;3008;3009;335
Chr1;3009;3010;322
Chr1;3010;3011;339
Chr1;3011;3012;336
Chr1;3012;3013;330
Chr1;3013;3014;332
Chr1;3014;3015;331
Chr1;3015;3016;327
Chr1;3016;3017;334
Chr1;3017;3018;327
Chr1;3018;3019;328
Chr1;3019;3020;320
Chr1;3020;3021;337
Chr1;3021;3022;318
Chr1;3022;3023;339
Chr1;3023;3024;333
Chr1;3024;3025;338
Chr1;3025;3026;319
Chr1;3026;3027;341
Chr1;3027;3028;336
Chr1;3028;3029;315
Chr1;3029;3030;338
Chr1;3030;3031;335
Chr1;3031;3032;332
Chr1;3032;3033;307
Chr1;3033;3034;339
Chr1;3034;3035;337
Chr1;3035;3037;333
Chr1;3037;3038;329
Chr1;3038;3039;321
Chr1;3039;3040;339
Chr1;3040;3041;328
Chr1;3041;3042;306
Chr1;3042;3043;336
Chr1;3043;3044;339
Chr1;3044;3045;337
Chr1;3045;3046;330
Chr1;3046;3047;335
Chr1;3047;3048;336
Chr1;3048;3049;313
Chr1;3049;3050;340
Chr1;3050;3051;336
Chr1;3051;3052;331
Chr1;3052;3053;335
Chr1;3053;3054;305
Chr1;3054;3055;336
Chr1;3055;3056;342
Chr1;3056;3057;343
Chr1;3057;3058;338
Chr1;3058;3059;324
Chr1;3059;3060;342
Chr1;3060;3061;335
Chr1;3061;3062;339
Chr1;3062;3063;335
Chr1;3063;3064;330
Chr1;3064;3065;336
Chr1;3065;3066;340
Chr1;3066;3067;337
Chr1;3067;3068;334
Chr1;3068;3069;341
Chr1;3069;3070;338
Chr1;3070;3071;332
Chr1;3071;3072;329
Chr1;3072;3074;346
Chr1;3074;3075;319
Chr1;3075;3076;346
Chr1;3076;3077;348
Chr1;3077;3078;346
Chr1;3078;3079;341
Chr1;3079;3080;340
Chr1;3080;3081;298
Chr1;3081;3082;343
Chr1;3082;3083;345
Chr1;3083;3085;348
Chr1;3085;3086;345
Chr1;3086;3087;340
Chr1;3087;3088;342
Chr1;3088;3089;343
Chr1;3089;3090;316
Chr1;3090;3091;348
Chr1;3091;3092;349
Chr1;3092;3093;340
Chr1;3093;3094;342
Chr1;3094;3095;347
Chr1;3095;3096;343
Chr1;3096;3097;330
Chr1;3097;3098;346
Chr1;3098;3099;341
Chr1;3099;3100;340
Chr1;3100;3101;341
Chr1;3101;3102;334
Chr1;3102;3103;344
Chr1;3103;3104;307
Chr1;3104;3105;345
Chr1;3105;3107;347
Chr1;3107;3108;325
Chr1;3108;3109;348
Chr1;3109;3110;345
Chr1;3110;3111;324
Chr1;3111;3112;348
Chr1;3112;3113;347
Chr1;3113;3114;312
Chr1;3114;3115;347
Chr1;3115;3116;350
Chr1;3116;3117;345
Chr1;3117;3118;343
Chr1;3118;3119;337
Chr1;3119;3120;345
Chr1;3120;3121;348
Chr1;3121;3122;327
Chr1;3122;3123;346
Chr1;3123;3124;339
Chr1;3124;3125;337
Chr1;3125;3126;347
Chr1;3126;3127;323
Chr1;3127;3129;350
Chr1;3129;3130;345
Chr1;3130;3131;336
Chr1;3131;3132;349
Chr1;3132;3133;346
Chr1;3133;3134;336
Chr1;3134;3135;349
Chr1;3135;3136;345
Chr1;3136;3137;334
Chr1;3137;3138;335
Chr1;3138;3139;347
Chr1;3139;3140;345
Chr1;3140;3141;351
Chr1;3141;3142;329
Chr1;3142;3143;350
Chr1;3143;3144;342
Chr1;3144;3145;336
Chr1;3145;3146;349
Chr1;3146;3147;334
Chr1;3147;3148;347
Chr1;3148;3149;346
Chr1;3149;3150;350
Chr1;3150;3151;347
Chr1;3151;3152;343
Chr1;3152;3153;339
Chr1;3153;3155;345
Chr1;3155;3157;343
Chr1;3157;3158;346
Chr1;3158;3159;338
Chr1;3159;3160;342
Chr1;3160;3161;337
Chr1;3161;3162;346
Chr1;3162;3163;342
Chr1;3163;3164;329
Chr1;3164;3165;346
Chr1;3165;3166;338
Chr1;3166;3167;350
Chr1;3167;3168;343
Chr1;3168;3169;349
Chr1;3169;3170;324
Chr1;3170;3171;348
Chr1;3171;3172;351
Chr1;3172;3173;341
Chr1;3173;3174;338
Chr1;3174;3175;351
Chr1;3175;3176;344
Chr1;3176;3177;343
Chr1;3177;3178;344
Chr1;3178;3179;301
Chr1;3179;3180;348
Chr1;3180;3181;344
Chr1;3181;3183;347
Chr1;3183;3184;327
Chr1;3184;3185;350
Chr1;3185;3186;346
Chr1;3186;3187;335
Chr1;3187;3188;345
Chr1;3188;3189;341
Chr1;3189;3190;345
Chr1;3190;3191;343
Chr1;3191;3192;334
Chr1;3192;3193;348
Chr1;3193;3194;324
Chr1;3194;3195;347
Chr1;3195;3196;322
Chr1;3196;3197;347
Chr1;3197;3198;342
Chr1;3198;3199;325
Chr1;3199;3200;348
Chr1;3200;3201;338
Chr1;3201;3202;344
Chr1;3202;3203;345
Chr1;3203;3204;337
Chr1;3204;3205;344
Chr1;3205;3206;336
Chr1;3206;3207;342
Chr1;3207;3208;331
Chr1;3208;3209;347
Chr1;3209;3210;340
Chr1;3210;3211;327
Chr1;3211;3212;347
Chr1;3212;3213;348
Chr1;3213;3214;328
Chr1;3214;3215;349
Chr1;3215;3216;348
Chr1;3216;3217;343
Chr1;3217;3218;339
Chr1;3218;3219;336
Chr1;3219;3220;320
Chr1;3220;3221;344
Chr1;3221;3222;349
Chr1;3222;3223;330
Chr1;3223;3224;348
Chr1;3224;3225;344
Chr1;3225;3226;329
Chr1;3226;3227;347
Chr1;3227;3228;345
Chr1;3228;3229;319
Chr1;3229;3230;342
Chr1;3230;3231;329
Chr1;3231;3232;348
Chr1;3232;3233;344
Chr1;3233;3234;342
Chr1;3234;3235;317
Chr1;3235;3236;342
Chr1;3236;3237;344
Chr1;3237;3238;328
Chr1;3238;3239;342
Chr1;3239;3240;330
Chr1;3240;3241;344
Chr1;3241;3242;329
Chr1;3242;3243;338
Chr1;3243;3244;343
Chr1;3244;3245;334
Chr1;3245;3246;341
Chr1;3246;3247;339
Chr1;3247;3248;322
Chr1;3248;3249;346
Chr1;3249;3250;341
Chr1;3250;3251;335
Chr1;3251;3252;328
Chr1;3252;3253;339
Chr1;3253;3254;321
Chr1;3254;3256;346
Chr1;3256;3257;338
Chr1;3257;3258;337
Chr1;3258;3259;324
Chr1;3259;3260;346
Chr1;3260;3262;340
Chr1;3262;3263;342
Chr1;3263;3264;316
Chr1;3264;3265;344
Chr1;3265;3266;345
Chr1;3266;3267;331
Chr1;3267;3268;345
Chr1;3268;3270;343
Chr1;3270;3271;332
Chr1;3271;3272;337
Chr1;3272;3274;340
Chr1;3274;3275;332
Chr1;3275;3276;344
Chr1;3276;3277;324
Chr1;3277;3278;345
Chr1;3278;3280;341
Chr1;3280;3281;348
Chr1;3281;3282;328
Chr1;3282;3283;351
Chr1;3283;3284;349
Chr1;3284;3285;324
Chr1;3285;3286;350
Chr1;3286;3287;351
Chr1;3287;3288;345
Chr1;3288;3289;346
Chr1;3289;3290;333
Chr1;3290;3291;349
Chr1;3291;3292;331
Chr1;3292;3293;352
Chr1;3293;3294;349
Chr1;3294;3295;348
Chr1;3295;3296;337
Chr1;3296;3297;317
Chr1;3297;3298;345
Chr1;3298;3299;352
Chr1;3299;3300;349
Chr1;3300;3301;328
Chr1;3301;3302;342
Chr1;3302;3303;311
Chr1;3303;3304;349
Chr1;3304;3305;353
Chr1;3305;3306;351
Chr1;3306;3307;349
Chr1;3307;3308;343
Chr1;3308;3309;347
Chr1;3309;3310;331
Chr1;3310;3311;347
Chr1;3311;3312;333
Chr1;3312;3313;357
Chr1;3313;3314;353
Chr1;3314;3315;321
Chr1;3315;3318;356
Chr1;3318;3319;336
Chr1;3319;3320;356
Chr1;3320;3321;354
Chr1;3321;3322;351
Chr1;3322;3323;345
Chr1;3323;3324;349
Chr1;3324;3325;353
Chr1;3325;3326;350
Chr1;3326;3327;354
Chr1;3327;3328;356
Chr1;3328;3329;329
Chr1;3329;3330;347
Chr1;3330;3331;335
Chr1;3331;3332;354
Chr1;3332;3333;339
Chr1;3333;3334;358
Chr1;3334;3335;355
Chr1;3335;3336;349
Chr1;3336;3337;356
Chr1;3337;3338;353
Chr1;3338;3339;356
Chr1;3339;3340;354
Chr1;3340;3341;335
Chr1;3341;3342;357
Chr1;3342;3343;350
Chr1;3343;3344;357
Chr1;3344;3345;353
Chr1;3345;3346;351
Chr1;3346;3347;352
Chr1;3347;3348;345
Chr1;3348;3349;340
Chr1;3349;3350;359
Chr1;3350;3351;346
Chr1;3351;3352;309
Chr1;3352;3353;356
Chr1;3353;3354;360
Chr1;3354;3355;359
Chr1;3355;3356;355
Chr1;3356;3357;350
Chr1;3357;3358;351
Chr1;3358;3359;347
Chr1;3359;3360;344
Chr1;3360;3361;351
Chr1;3361;3362;343
Chr1;3362;3363;359
Chr1;3363;3364;338
Chr1;3364;3365;358
Chr1;3365;3366;351
Chr1;3366;3367;353
Chr1;3367;3368;349
Chr1;3368;3369;353
Chr1;3369;3370;333
Chr1;3370;3371;358
Chr1;3371;3372;356
Chr1;3372;3373;333
Chr1;3373;3374;357
Chr1;3374;3375;359
Chr1;3375;3376;357
Chr1;3376;3377;345
Chr1;3377;3378;357
Chr1;3378;3379;348
Chr1;3379;3380;332
Chr1;3380;3381;357
Chr1;3381;3382;355
Chr1;3382;3383;335
Chr1;3383;3384;357
Chr1;3384;3385;335
Chr1;3385;3386;360
Chr1;3386;3388;357
Chr1;3388;3389;342
Chr1;3389;3390;357
Chr1;3390;3391;354
Chr1;3391;3392;323
Chr1;3392;3393;358
Chr1;3393;3394;357
Chr1;3394;3395;332
Chr1;3395;3396;358
Chr1;3396;3397;357
Chr1;3397;3398;352
Chr1;3398;3400;351
Chr1;3400;3401;347
Chr1;3401;3402;355
Chr1;3402;3403;357
Chr1;3403;3404;327
Chr1;3404;3405;351
Chr1;3405;3406;336
Chr1;3406;3407;358
Chr1;3407;3408;353
Chr1;3408;3409;347
Chr1;3409;3410;355
Chr1;3410;3411;323
Chr1;3411;3412;360
Chr1;3412;3413;359
Chr1;3413;3414;353
Chr1;3414;3415;352
Chr1;3415;3416;349
Chr1;3416;3417;350
Chr1;3417;3419;353
Chr1;3419;3420;352
Chr1;3420;3421;325
Chr1;3421;3422;359
Chr1;3422;3423;358
Chr1;3423;3424;351
Chr1;3424;3425;335
Chr1;3425;3426;358
Chr1;3426;3427;336
Chr1;3427;3428;358
Chr1;3428;3429;354
Chr1;3429;3430;355
Chr1;3430;3431;346
Chr1;3431;3432;350
Chr1;3432;3433;358
Chr1;3433;3434;335
Chr1;3434;3435;354
Chr1;3435;3436;328
Chr1;3436;3437;357
Chr1;3437;3438;356
Chr1;3438;3439;334
Chr1;3439;3440;358
Chr1;3440;3441;353
Chr1;3441;3442;306
Chr1;3442;3443;352
Chr1;3443;3444;360
Chr1;3444;3445;359
Chr1;3445;3446;358
Chr1;3446;3447;359
Chr1;3447;3448;349
Chr1;3448;3449;355
Chr1;3449;3450;336
Chr1;3450;3451;357
Chr1;3451;3452;353
Chr1;3452;3453;348
Chr1;3453;3454;350
Chr1;3454;3455;353
Chr1;3455;3456;351
Chr1;3456;3457;344
Chr1;3457;3458;353
Chr1;3458;3459;357
Chr1;3459;3460;356
Chr1;3460;3461;338
Chr1;3461;3462;360
Chr1;3462;3463;359
Chr1;3463;3464;318
Chr1;3464;3465;357
Chr1;3465;3466;353
Chr1;3466;3467;351
Chr1;3467;3468;304
Chr1;3468;3469;358
Chr1;3469;3470;359
Chr1;3470;3471;358
Chr1;3471;3472;357
Chr1;3472;3473;356
Chr1;3473;3474;357
Chr1;3474;3475;354
Chr1;3475;3477;344
Chr1;3477;3478;357
Chr1;3478;3480;354
Chr1;3480;3481;338
Chr1;3481;3482;357
Chr1;3482;3483;355
Chr1;3483;3484;336
Chr1;3484;3485;359
Chr1;3485;3487;360
Chr1;3487;3488;325
Chr1;3488;3489;358
Chr1;3489;3490;360
Chr1;3490;3491;357
Chr1;3491;3492;359
Chr1;3492;3493;351
Chr1;3493;3494;350
Chr1;3494;3495;327
Chr1;3495;3496;360
Chr1;3496;3497;357
Chr1;3497;3498;353
Chr1;3498;3499;348
Chr1;3499;3500;341
Chr1;3500;3501;359
Chr1;3501;3502;353
Chr1;3502;3503;338
Chr1;3503;3504;358
Chr1;3504;3505;337
Chr1;3505;3506;354
Chr1;3506;3507;358
Chr1;3507;3508;335
Chr1;3508;3509;359
Chr1;3509;3510;349
Chr1;3510;3511;354
Chr1;3511;3512;360
Chr1;3512;3513;337
Chr1;3513;3514;359
Chr1;3514;3515;344
Chr1;3515;3516;343
Chr1;3516;3517;358
Chr1;3517;3518;335
Chr1;3518;3519;359
Chr1;3519;3520;350
Chr1;3520;3521;351
Chr1;3521;3522;349
Chr1;3522;3523;329
Chr1;3523;3524;355
Chr1;3524;3525;329
Chr1;3525;3526;359
Chr1;3526;3527;352
Chr1;3527;3528;351
Chr1;3528;3529;354
Chr1;3529;3530;359
Chr1;3530;3531;357
Chr1;3531;3532;353
Chr1;3532;3533;350
Chr1;3533;3534;352
Chr1;3534;3535;334
Chr1;3535;3537;359
Chr1;3537;3538;337
Chr1;3538;3539;357
Chr1;3539;3540;354
Chr1;3540;3541;351
Chr1;3541;3542;325
Chr1;3542;3543;355
Chr1;3543;3544;359
Chr1;3544;3545;353
Chr1;3545;3546;354
Chr1;3546;3547;345
Chr1;3547;3548;352
Chr1;3548;3549;353
Chr1;3549;3550;351
Chr1;3550;3551;349
Chr1;3551;3552;353
Chr1;3552;3553;326
Chr1;3553;3554;357
Chr1;3554;3555;359
Chr1;3555;3556;360
Chr1;3556;3557;354
Chr1;3557;3558;337
Chr1;3558;3559;322
Chr1;3559;3561;357
Chr1;3561;3562;333
Chr1;3562;3563;359
Chr1;3563;3564;351
Chr1;3564;3565;352
Chr1;3565;3566;348
Chr1;3566;3567;349
Chr1;3567;3568;316
Chr1;3568;3569;358
Chr1;3569;3570;357
Chr1;3570;3571;351
Chr1;3571;3572;355
Chr1;3572;3573;330
Chr1;3573;3574;357
Chr1;3574;3575;351
Chr1;3575;3576;333
Chr1;3576;3577;357
Chr1;3577;3578;354
Chr1;3578;3579;314
Chr1;3579;3580;353
Chr1;3580;3581;360
Chr1;3581;3582;357
Chr1;3582;3583;352
Chr1;3583;3584;345
Chr1;3584;3585;360
Chr1;3585;3586;356
Chr1;3586;3587;359
Chr1;3587;3588;312
Chr1;3588;3589;357
Chr1;3589;3590;359
Chr1;3590;3591;356
Chr1;3591;3592;347
Chr1;3592;3593;342
Chr1;3593;3594;353
Chr1;3594;3595;347
Chr1;3595;3596;357
Chr1;3596;3597;340
Chr1;3597;3598;358
Chr1;3598;3599;356
Chr1;3599;3600;342
Chr1;3600;3601;359
Chr1;3601;3602;351
Chr1;3602;3603;354
Chr1;3603;3604;335
Chr1;3604;3605;357
Chr1;3605;3606;341
Chr1;3606;3607;355
Chr1;3607;3608;334
Chr1;3608;3609;359
Chr1;3609;3610;356
Chr1;3610;3611;349
Chr1;3611;3612;355
Chr1;3612;3614;353
Chr1;3614;3615;351
Chr1;3615;3616;281
Chr1;3616;3617;325
Chr1;3617;3618;348
Chr1;3618;3619;356
Chr1;3619;3625;360
Chr1;3625;3626;358
Chr1;3626;3627;357
Chr1;3627;3628;356
Chr1;3628;3629;354
Chr1;3629;3630;355
Chr1;3630;3631;353
Chr1;3631;3632;357
Chr1;3632;3633;356
Chr1;3633;3634;354
Chr1;3634;3635;340
Chr1;3635;3636;360
Chr1;3636;3638;351
Chr1;3638;3639;348
Chr1;3639;3640;336
Chr1;3640;3641;357
Chr1;3641;3642;353
Chr1;3642;3643;350
Chr1;3643;3644;348
Chr1;3644;3645;350
Chr1;3645;3646;330
Chr1;3646;3647;356
Chr1;3647;3648;342
Chr1;3648;3649;359
Chr1;3649;3650;350
Chr1;3650;3651;348
Chr1;3651;3653;355
Chr1;3653;3654;353
Chr1;3654;3655;346
Chr1;3655;3656;323
Chr1;3656;3657;359
Chr1;3657;3658;356
Chr1;3658;3659;320
Chr1;3659;3660;344
Chr1;3660;3661;347
Chr1;3661;3662;345
Chr1;3662;3663;341
Chr1;3663;3664;327
Chr1;3664;3665;346
Chr1;3665;3666;342
Chr1;3666;3667;311
Chr1;3667;3668;345
Chr1;3668;3669;346
Chr1;3669;3670;343
Chr1;3670;3671;320
Chr1;3671;3672;345
Chr1;3672;3673;346
Chr1;3673;3674;342
Chr1;3674;3675;343
Chr1;3675;3676;341
Chr1;3676;3677;338
Chr1;3677;3678;336
Chr1;3678;3679;340
Chr1;3679;3680;337
Chr1;3680;3681;311
Chr1;3681;3682;340
Chr1;3682;3684;346
Chr1;3684;3685;345
Chr1;3685;3686;333
Chr1;3686;3687;332
Chr1;3687;3688;302
Chr1;3688;3689;342
Chr1;3689;3690;347
Chr1;3690;3692;346
Chr1;3692;3693;344
Chr1;3693;3694;324
Chr1;3694;3696;345
Chr1;3696;3697;343
Chr1;3697;3698;337
Chr1;3698;3699;339
Chr1;3699;3700;327
Chr1;3700;3701;347
Chr1;3701;3702;343
Chr1;3702;3703;320
Chr1;3703;3704;346
Chr1;3704;3705;315
Chr1;3705;3706;342
Chr1;3706;3707;329
Chr1;3707;3708;343
Chr1;3708;3709;325
Chr1;3709;3710;344
Chr1;3710;3711;341
Chr1;3711;3712;333
Chr1;3712;3713;345
Chr1;3713;3714;338
Chr1;3714;3715;340
Chr1;3715;3716;342
Chr1;3716;3717;330
Chr1;3717;3718;332
Chr1;3718;3719;321
Chr1;3719;3720;343
Chr1;3720;3721;345
Chr1;3721;3723;339
Chr1;3723;3724;309
Chr1;3724;3725;340
Chr1;3725;3726;345
Chr1;3726;3727;341
Chr1;3727;3728;324
Chr1;3728;3729;345
Chr1;3729;3730;342
Chr1;3730;3731;332
Chr1;3731;3732;341
Chr1;3732;3733;345
Chr1;3733;3734;337
Chr1;3734;3735;340
Chr1;3735;3736;334
Chr1;3736;3737;338
Chr1;3737;3738;335
Chr1;3738;3739;322
Chr1;3739;3740;345
Chr1;3740;3741;337
Chr1;3741;3742;341
Chr1;3742;3743;343
Chr1;3743;3744;337
Chr1;3744;3745;339
Chr1;3745;3746;315
Chr1;3746;3747;344
Chr1;3747;3748;341
Chr1;3748;3749;338
Chr1;3749;3750;318
Chr1;3750;3751;345
Chr1;3751;3752;340
Chr1;3752;3753;331
Chr1;3753;3754;336
Chr1;3754;3755;340
Chr1;3755;3756;339
Chr1;3756;3757;337
Chr1;3757;3758;341
Chr1;3758;3759;340
Chr1;3759;3760;313
Chr1;3760;3762;342
Chr1;3762;3763;337
Chr1;3763;3764;333
Chr1;3764;3765;327
Chr1;3765;3766;342
Chr1;3766;3767;328
Chr1;3767;3768;344
Chr1;3768;3769;322
Chr1;3769;3770;345
Chr1;3770;3771;341
Chr1;3771;3772;333
Chr1;3772;3773;337
Chr1;3773;3774;335
Chr1;3774;3775;331
Chr1;3775;3776;309
Chr1;3776;3777;342
Chr1;3777;3778;345
Chr1;3778;3779;343
Chr1;3779;3780;339
Chr1;3780;3781;338
Chr1;3781;3782;337
Chr1;3782;3783;329
Chr1;3783;3784;337
Chr1;3784;3785;316
Chr1;3785;3786;341
Chr1;3786;3787;344
Chr1;3787;3788;345
Chr1;3788;3789;337
Chr1;3789;3790;342
Chr1;3790;3791;337
Chr1;3791;3792;335
Chr1;3792;3793;328
Chr1;3793;3794;331
Chr1;3794;3795;343
Chr1;3795;3796;314
Chr1;3796;3797;341
Chr1;3797;3798;344
Chr1;3798;3799;343
Chr1;3799;3800;338
Chr1;3800;3801;326
Chr1;3801;3802;309
Chr1;3802;3803;343
Chr1;3803;3804;340
Chr1;3804;3805;330
Chr1;3805;3806;325
Chr1;3806;3807;340
Chr1;3807;3808;323
Chr1;3808;3809;340
Chr1;3809;3810;329
Chr1;3810;3811;341
Chr1;3811;3812;335
Chr1;3812;3813;333
Chr1;3813;3814;342
Chr1;3814;3815;341
Chr1;3815;3816;331
Chr1;3816;3817;339
Chr1;3817;3818;337
Chr1;3818;3819;340
Chr1;3819;3820;321
Chr1;3820;3821;338
Chr1;3821;3822;332
Chr1;3822;3823;339
Chr1;3823;3824;342
Chr1;3824;3825;304
Chr1;3825;3826;336
Chr1;3826;3827;343
Chr1;3827;3828;342
Chr1;3828;3829;326
Chr1;3829;3830;343
Chr1;3830;3831;338
Chr1;3831;3832;340
Chr1;3832;3833;322
Chr1;3833;3834;342
Chr1;3834;3835;330
Chr1;3835;3836;343
Chr1;3836;3837;329
Chr1;3837;3838;315
Chr1;3838;3839;339
Chr1;3839;3841;343
Chr1;3841;3842;332
Chr1;3842;3843;342
Chr1;3843;3844;338
Chr1;3844;3845;333
Chr1;3845;3846;331
Chr1;3846;3847;337
Chr1;3847;3848;327
Chr1;3848;3849;343
Chr1;3849;3850;334
Chr1;3850;3851;336
Chr1;3851;3852;340
Chr1;3852;3853;337
Chr1;3853;3854;333
Chr1;3854;3855;307
Chr1;3855;3857;341
Chr1;3857;3859;338
Chr1;3859;3860;308
Chr1;3860;3861;340
Chr1;3861;3862;341
Chr1;3862;3863;334
Chr1;3863;3864;335
Chr1;3864;3865;336
Chr1;3865;3866;329
Chr1;3866;3867;332
Chr1;3867;3868;335
Chr1;3868;3869;336
Chr1;3869;3870;330
Chr1;3870;3871;336
Chr1;3871;3872;339
Chr1;3872;3873;333
Chr1;3873;3874;335
Chr1;3874;3875;336
Chr1;3875;3876;341
Chr1;3876;3877;334
Chr1;3877;3878;336
Chr1;3878;3879;333
Chr1;3879;3880;340
Chr1;3880;3881;332
Chr1;3881;3882;337
Chr1;3882;3883;304
Chr1;3883;3884;341
Chr1;3884;3885;342
Chr1;3885;3886;339
Chr1;3886;3887;337
Chr1;3887;3888;333
Chr1;3888;3889;325
Chr1;3889;3890;337
Chr1;3890;3891;320
Chr1;3891;3892;341
Chr1;3892;3893;332
Chr1;3893;3894;335
Chr1;3894;3895;340
Chr1;3895;3896;342
Chr1;3896;3897;313
Chr1;3897;3898;339
Chr1;3898;3899;342
Chr1;3899;3900;339
Chr1;3900;3901;317
Chr1;3901;3902;344
Chr1;3902;3903;345
Chr1;3903;3904;343
Chr1;3904;3905;326
Chr1;3905;3906;342
Chr1;3906;3907;315
Chr1;3907;3908;343
Chr1;3908;3909;335
Chr1;3909;3910;340
Chr1;3910;3911;338
Chr1;3911;3912;332
Chr1;3912;3913;336
Chr1;3913;3914;339
Chr1;3914;3915;331
Chr1;3915;3916;317
Chr1;3916;3917;342
Chr1;3917;3918;339
Chr1;3918;3919;292
Chr1;3919;3920;335
Chr1;3920;3921;344
Chr1;3921;3922;343
Chr1;3922;3923;345
Chr1;3923;3924;344
Chr1;3924;3925;336
Chr1;3925;3926;322
Chr1;3926;3927;339
Chr1;3927;3928;319
Chr1;3928;3929;342
Chr1;3929;3930;339
Chr1;3930;3931;319
Chr1;3931;3933;344
Chr1;3933;3934;323
Chr1;3934;3935;341
Chr1;3935;3936;317
Chr1;3936;3937;341
Chr1;3937;3938;339
Chr1;3938;3939;335
Chr1;3939;3940;341
Chr1;3940;3941;335
Chr1;3941;3942;340
Chr1;3942;3943;337
Chr1;3943;3944;339
Chr1;3944;3945;302
Chr1;3945;3946;339
Chr1;3946;3948;343
Chr1;3948;3949;344
Chr1;3949;3950;340
Chr1;3950;3951;337
Chr1;3951;3952;305
Chr1;3952;3953;342
Chr1;3953;3954;343
Chr1;3954;3955;341
Chr1;3955;3956;307
Chr1;3956;3957;346
Chr1;3957;3958;344
Chr1;3958;3959;339
Chr1;3959;3960;334
Chr1;3960;3961;343
Chr1;3961;3962;341
Chr1;3962;3963;334
Chr1;3963;3964;342
Chr1;3964;3965;337
Chr1;3965;3966;334
Chr1;3966;3967;338
Chr1;3967;3968;342
Chr1;3968;3969;319
Chr1;3969;3970;344
Chr1;3970;3971;334
Chr1;3971;3972;336
Chr1;3972;3973;328
Chr1;3973;3974;344
Chr1;3974;3975;326
Chr1;3975;3976;342
Chr1;3976;3977;333
Chr1;3977;3978;338
Chr1;3978;3979;335
Chr1;3979;3980;336
Chr1;3980;3981;327
Chr1;3981;3982;318
Chr1;3982;3983;342
Chr1;3983;3984;325
Chr1;3984;3985;345
Chr1;3985;3986;341
Chr1;3986;3987;318
Chr1;3987;3988;343
Chr1;3988;3989;339
Chr1;3989;3990;298
Chr1;3990;3991;342
Chr1;3991;3993;344
Chr1;3993;3994;336
Chr1;3994;3995;342
Chr1;3995;3996;310
Chr1;3996;3997;344
Chr1;3997;3998;336
Chr1;3998;3999;338
Chr1;3999;4000;334
Chr1;4000;4001;328
Chr1;4001;4002;333
Chr1;4002;4003;332
Chr1;4003;4004;327
Chr1;4004;4005;344
Chr1;4005;4006;342
Chr1;4006;4007;341
Chr1;4007;4008;339
Chr1;4008;4009;309
Chr1;4009;4010;342
Chr1;4010;4011;340
Chr1;4011;4012;319
Chr1;4012;4013;341
Chr1;4013;4014;334
Chr1;4014;4015;338
Chr1;4015;4016;315
Chr1;4016;4017;343
Chr1;4017;4018;338
Chr1;4018;4019;337
Chr1;4019;4020;299
Chr1;4020;4021;336
Chr1;4021;4022;344
Chr1;4022;4023;343
Chr1;4023;4024;344
