Chr;start;end;value
Chr1;107601;107700;47
Chr1;107701;107800;37
Chr1;107801;107900;38
Chr1;107901;108000;33
Chr1;108001;108100;45
Chr1;108101;108200;41
Chr1;108201;108300;49
Chr1;108301;108400;52
Chr1;108401;108500;41
Chr1;108501;108600;40
Chr1;108601;108700;37
Chr1;108701;108800;43
Chr1;108801;108900;42
Chr1;108901;109000;43
Chr1;109001;109100;40
Chr1;109101;109200;43
Chr1;109201;109300;28
Chr1;109301;109400;31
Chr1;109401;109500;33
Chr1;109501;109600;24
Chr1;109601;109700;27
Chr1;109701;109800;43
Chr1;109801;109900;37
Chr1;109901;110000;19
Chr1;110001;110100;41
Chr1;110101;110200;56
Chr1;110201;110300;45
Chr1;110301;110400;40
Chr1;110401;110500;45
Chr1;110501;110600;46
Chr1;110601;110700;43
Chr1;110701;110800;38
Chr1;110801;110900;40
Chr1;110901;111000;44
Chr1;111001;111100;24
Chr1;111101;111200;38
Chr1;111201;111300;33
Chr1;111301;111400;43
Chr1;111401;111500;56
Chr1;111501;111600;52
Chr1;111601;111700;38
Chr1;111701;111800;47
Chr1;111801;111900;36
Chr1;111901;112000;44
Chr1;112001;112100;38
Chr1;112101;112200;50
Chr1;112201;112300;40
Chr1;112301;112400;39
Chr1;112401;112500;39
Chr1;112501;112600;41
Chr1;112601;112700;49
Chr1;112701;112800;45
Chr1;112801;112900;54
Chr1;112901;113000;38
Chr1;113001;113100;66
Chr1;113101;113200;39
Chr1;113201;113300;46
Chr1;113301;113400;42
Chr1;113401;113500;41
Chr1;113501;113600;46
Chr1;113601;113700;49
Chr1;113701;113800;24
Chr1;113801;113900;19
Chr1;113901;114000;19
Chr1;114001;114100;14
Chr1;114101;114200;43
Chr1;114201;114300;35
Chr1;114301;114400;46
Chr1;114401;114500;19
Chr1;114501;114600;27
Chr1;114601;114700;44
Chr1;114701;114800;36
Chr1;114801;114900;37
Chr1;114901;115000;47
Chr1;115001;115100;45
Chr1;115101;115200;40
Chr1;115201;115300;38
Chr1;115301;115400;57
Chr1;115401;115500;43
Chr1;115501;115600;58
Chr1;115601;115700;67
Chr1;115701;115800;62
Chr1;115801;115900;43
Chr1;115901;116000;32
Chr1;116001;116100;36
Chr1;116101;116200;36
Chr1;116201;116300;38
Chr1;116301;116400;52
Chr1;116401;116500;62
Chr1;116501;116600;36
Chr1;116601;116700;42
Chr1;116701;116800;43
Chr1;116801;116900;45
Chr1;116901;117000;49
Chr1;117001;117100;34
Chr1;117101;117200;31
Chr1;117201;117300;41
Chr1;117301;117400;40
Chr1;117401;117500;40
Chr1;117501;117600;64
Chr1;117601;117700;37
Chr1;117701;117800;23
Chr1;117801;117900;45
Chr1;117901;118000;45
Chr1;118001;118100;48
Chr1;118101;118200;63
Chr1;118201;118300;33
Chr1;118301;118400;27
Chr1;118401;118500;40
Chr1;118501;118600;32
Chr1;118601;118700;46
Chr1;118701;118800;47
Chr1;118801;118900;42
Chr1;118901;119000;38
Chr1;119001;119100;40
Chr1;119101;119200;31
Chr1;119201;119300;41
Chr1;119301;119400;32
Chr1;119401;119500;45
Chr1;119501;119600;47
Chr1;119601;119700;42
Chr1;119701;119800;59
Chr1;119801;119900;45
Chr1;119901;120000;40
Chr1;120001;120100;42
Chr1;120101;120200;28
Chr1;120201;120300;38
Chr1;120301;120400;52
Chr1;120401;120500;42
Chr1;120501;120600;39
Chr1;120601;120700;31
Chr1;120701;120800;37
Chr1;120801;120900;47
Chr1;120901;121000;47
Chr1;121001;121100;46
Chr1;121101;121200;26
Chr1;121201;121300;50
Chr1;121301;121400;42
Chr1;121401;121500;40
Chr1;121501;121600;47
Chr1;121601;121700;50
Chr1;121701;121800;36
Chr1;121801;121900;29
Chr1;121901;122000;42
Chr1;122001;122100;51
Chr1;122101;122200;36
Chr1;122201;122300;28
Chr1;122301;122400;42
Chr1;122401;122500;37
Chr1;122501;122600;49
Chr1;122601;122700;38
Chr1;122701;122800;17
Chr1;122801;122900;25
Chr1;122901;123000;47
Chr1;123001;123100;20
Chr1;123101;123200;26
Chr1;123201;123300;29
Chr1;123301;123400;44
Chr1;123401;123500;46
Chr1;123501;123600;40
Chr1;123601;123700;47
Chr1;123701;123800;50
Chr1;123801;123900;68
Chr1;123901;124000;51
Chr1;124001;124100;46
Chr1;124101;124200;37
Chr1;124201;124300;49
Chr1;124301;124400;47
Chr1;124401;124500;46
Chr1;124501;124600;37
Chr1;124601;124700;50
Chr1;124701;124800;22
Chr1;124801;124900;31
Chr1;124901;125000;29
Chr1;125001;125100;36
Chr1;125101;125200;24
Chr1;125201;125300;43
Chr1;125301;125400;33
Chr1;125401;125500;35
Chr1;125501;125600;46
Chr1;125601;125700;36
Chr1;125701;125800;36
Chr1;125801;125900;42
Chr1;125901;126000;50
Chr1;126001;126100;54
Chr1;126101;126200;38
Chr1;126201;126300;27
Chr1;126301;126400;32
Chr1;126401;126500;45
Chr1;126501;126600;44
Chr1;126601;126700;39
Chr1;126701;126800;33
Chr1;126801;126900;36
Chr1;126901;127000;47
Chr1;127001;127100;36
Chr1;127101;127200;43
Chr1;127201;127300;35
Chr1;127301;127400;33
Chr1;127401;127500;35
Chr1;127501;127600;38
Chr1;127601;127700;49
Chr1;127701;127800;43
Chr1;127801;127900;44
Chr1;127901;128000;34
Chr1;128001;128100;47
Chr1;128101;128200;42
Chr1;128201;128300;42
Chr1;128301;128400;31
Chr1;128401;128500;37
Chr1;128501;128600;50
Chr1;128601;128700;50
Chr1;128701;128800;43
Chr1;128801;128900;48
Chr1;128901;129000;55
Chr1;129001;129100;55
Chr1;129101;129200;51
Chr1;129201;129300;56
Chr1;129301;129400;47
Chr1;129401;129500;49
Chr1;129501;129600;42
Chr1;129601;129700;42
Chr1;129701;129800;46
Chr1;129801;129900;38
Chr1;129901;130000;40
Chr1;130001;130100;34
Chr1;130101;130200;20
Chr1;130201;130300;26
Chr1;130301;130400;24
Chr1;130401;130500;43
Chr1;130501;130600;51
Chr1;130601;130700;32
Chr1;130701;130800;30
Chr1;130801;130900;34
Chr1;130901;131000;37
Chr1;131001;131100;43
Chr1;131101;131200;46
Chr1;131201;131300;45
Chr1;131301;131400;38
Chr1;131401;131500;44
Chr1;131501;131600;32
Chr1;131601;131700;55
Chr1;131701;131800;42
Chr1;131801;131900;43
Chr1;131901;132000;43
Chr1;132001;132100;44
Chr1;132101;132200;46
Chr1;132201;132300;55
Chr1;132301;132400;48
Chr1;132401;132500;38
Chr1;132501;132600;45
Chr1;132601;132700;48
Chr1;132701;132800;38
Chr1;132801;132900;28
Chr1;132901;133000;26
Chr1;133001;133100;35
Chr1;133101;133200;13
Chr1;133201;133300;34
Chr1;133301;133400;43
Chr1;133401;133500;46
Chr1;133501;133600;44
Chr1;133601;133700;40
Chr1;133701;133800;51
Chr1;133801;133900;49
Chr1;133901;134000;41
Chr1;134001;134100;53
Chr1;134101;134200;30
Chr1;134201;134300;49
Chr1;134301;134400;47
Chr1;134401;134500;39
Chr1;134501;134600;41
Chr1;134601;134700;42
Chr1;134701;134800;41
Chr1;134801;134900;44
Chr1;134901;135000;36
Chr1;135001;135100;54
Chr1;135101;135200;28
Chr1;135201;135300;37
Chr1;135301;135400;26
Chr1;135401;135500;30
Chr1;135501;135600;34
Chr1;135601;135700;45
Chr1;135701;135800;31
Chr1;135801;135900;65
Chr1;135901;136000;35
Chr1;136001;136100;31
Chr1;136101;136200;23
Chr1;136201;136300;48
Chr1;136301;136400;32
Chr1;136401;136500;47
Chr1;136501;136600;54
Chr1;136601;136700;44
Chr1;136701;136800;37
Chr1;136801;136900;36
Chr1;136901;137000;32
Chr1;137001;137100;42
Chr1;137101;137200;59
Chr1;137201;137300;46
Chr1;137301;137400;29
Chr1;137401;137500;41
Chr1;137501;137600;22
Chr1;137601;137700;31
Chr1;137701;137800;45
Chr1;137801;137900;36
Chr1;137901;138000;34
Chr1;138001;138100;23
Chr1;138101;138200;33
Chr1;138201;138300;35
Chr1;138301;138400;33
Chr1;138401;138500;44
Chr1;138501;138600;56
Chr1;138601;138700;42
Chr1;138701;138800;38
Chr1;138801;138900;42
Chr1;138901;139000;50
Chr1;139001;139100;34
Chr1;139101;139200;55
Chr1;139201;139300;39
Chr1;139301;139400;49
Chr1;139401;139500;36
Chr1;139501;139600;32
Chr1;139601;139700;39
Chr1;139701;139800;43
Chr1;139801;139900;43
Chr1;139901;140000;47
Chr1;140001;140100;44
Chr1;140101;140200;40
Chr1;140201;140300;30
Chr1;140301;140400;47
Chr1;140401;140500;38
Chr1;140501;140600;33
Chr1;140601;140700;30
Chr1;140701;140800;37
Chr1;140801;140900;47
Chr1;140901;141000;41
Chr1;141001;141100;37
Chr1;141101;141200;21
Chr1;141201;141300;37
Chr1;141301;141400;39
Chr1;141401;141500;60
Chr1;141501;141600;30
Chr1;141601;141700;32
Chr1;141701;141800;54
Chr1;141801;141900;42
Chr1;141901;142000;37
Chr1;142001;142100;40
Chr1;142101;142200;47
Chr1;142201;142300;42
Chr1;142301;142400;39
Chr1;142401;142500;27
Chr1;142501;142600;25
Chr1;142601;142700;24
Chr1;142701;142800;31
Chr1;142801;142900;27
Chr1;142901;143000;22
Chr1;143001;143100;36
Chr1;143101;143200;45
Chr1;143201;143300;42
Chr1;143301;143400;46
Chr1;143401;143500;38
Chr1;143501;143600;52
Chr1;143601;143700;44
Chr1;143701;143800;38
Chr1;143801;143900;44
Chr1;143901;144000;44
Chr1;144001;144100;41
Chr1;144101;144200;44
Chr1;144201;144300;48
Chr1;144301;144400;25
Chr1;144401;144500;38
Chr1;144501;144600;31
Chr1;144601;144700;33
Chr1;144701;144800;62
Chr1;144801;144900;59
Chr1;144901;145000;44
Chr1;145001;145100;24
Chr1;145101;145200;37
Chr1;145201;145300;42
Chr1;145301;145400;41
Chr1;145401;145500;30
Chr1;145501;145600;41
Chr1;145601;145700;32
Chr1;145701;145800;47
Chr1;145801;145900;39
Chr1;145901;146000;36
Chr1;146001;146100;43
Chr1;146101;146200;41
Chr1;146201;146300;20
Chr1;146301;146400;42
Chr1;146401;146500;41
Chr1;146501;146600;47
Chr1;146601;146700;45
Chr1;146701;146800;41
Chr1;146801;146900;34
Chr1;146901;147000;33
Chr1;147001;147100;33
Chr1;147101;147200;41
Chr1;147201;147300;40
Chr1;147301;147400;46
Chr1;147401;147500;48
Chr1;147501;147600;54
Chr1;147601;147700;42
Chr1;147701;147800;32
Chr1;147801;147900;39
Chr1;147901;148000;32
Chr1;148001;148100;37
Chr1;148101;148200;40
Chr1;148201;148300;28
Chr1;148301;148400;56
Chr1;148401;148500;40
Chr1;148501;148600;28
Chr1;148601;148700;40
Chr1;148701;148800;41
Chr1;148801;148900;38
Chr1;148901;149000;31
Chr1;149001;149100;49
Chr1;149101;149200;56
Chr1;149201;149300;42
Chr1;149301;149400;44
Chr1;149401;149500;48
Chr1;149501;149600;40
Chr1;149601;149700;50
Chr1;149701;149800;47
Chr1;149801;149900;48
Chr1;149901;150000;48
Chr1;150001;150100;50
Chr1;150101;150200;39
Chr1;150201;150300;48
Chr1;150301;150400;48
Chr1;150401;150500;50
Chr1;150501;150600;59
Chr1;150601;150700;50
Chr1;150701;150800;24
Chr1;150801;150900;51
Chr1;150901;151000;30
Chr1;151001;151100;43
Chr1;151101;151200;53
Chr1;151201;151300;55
Chr1;151301;151400;27
Chr1;151401;151500;27
Chr1;151501;151600;37
Chr1;151601;151700;29
Chr1;151701;151800;29
Chr1;151801;151900;46
Chr1;151901;152000;31
Chr1;152001;152100;36
Chr1;152101;152200;41
Chr1;152201;152300;32
Chr1;152301;152400;30
Chr1;152401;152500;42
Chr1;152501;152600;39
Chr1;152601;152700;37
Chr1;152701;152800;39
Chr1;152801;152900;31
Chr1;152901;153000;35
Chr1;153001;153100;38
Chr1;153101;153200;39
Chr1;153201;153300;70
Chr1;153301;153400;45
Chr1;153401;153500;51
Chr1;153501;153600;47
Chr1;153601;153700;40
Chr1;153701;153800;24
Chr1;153801;153900;44
Chr1;153901;154000;63
Chr1;154001;154100;56
Chr1;154101;154200;42
Chr1;154201;154300;35
Chr1;154301;154400;34
Chr1;154401;154500;28
Chr1;154501;154600;37
Chr1;154601;154700;45
Chr1;154701;154800;47
Chr1;154801;154900;45
Chr1;154901;155000;33
Chr1;155001;155100;35
Chr1;155101;155200;47
Chr1;155201;155300;27
Chr1;155301;155400;31
Chr1;155401;155500;36
Chr1;155501;155600;34
Chr1;155601;155700;21
Chr1;155701;155800;27
Chr1;155801;155900;49
Chr1;155901;156000;50
Chr1;156001;156100;56
Chr1;156101;156200;51
Chr1;156201;156300;31
Chr1;156301;156400;31
Chr1;156401;156500;40
Chr1;156501;156600;18
Chr1;156601;156700;34
Chr1;156701;156800;43
Chr1;156801;156900;49
Chr1;156901;157000;44
Chr1;157001;157100;54
Chr1;157101;157200;61
Chr1;157201;157300;40
Chr1;157301;157400;11
Chr1;157401;157500;14
Chr1;157501;157600;22
Chr1;157601;157700;24
Chr1;157701;157800;50
Chr1;157801;157900;50
Chr1;157901;158000;36
Chr1;158001;158100;51
Chr1;158101;158200;53
Chr1;158201;158300;40
Chr1;158301;158400;44
Chr1;158401;158500;40
Chr1;158501;158600;36
Chr1;158601;158700;37
Chr1;158701;158800;30
Chr1;158801;158900;28
Chr1;158901;159000;45
Chr1;159001;159100;28
Chr1;159101;159200;24
Chr1;159201;159300;33
Chr1;159301;159400;42
Chr1;159401;159500;56
Chr1;159501;159600;45
Chr1;159601;159700;40
Chr1;159701;159800;38
Chr1;159801;159900;43
Chr1;159901;160000;50
Chr1;160001;160100;35
Chr1;160101;160200;31
Chr1;160201;160300;26
Chr1;160301;160400;40
Chr1;160401;160500;32
Chr1;160501;160600;45
Chr1;160601;160700;53
Chr1;160701;160800;48
Chr1;160801;160900;50
Chr1;160901;161000;36
Chr1;161001;161100;17
Chr1;161101;161200;51
Chr1;161201;161300;46
Chr1;161301;161400;46
Chr1;161401;161500;65
Chr1;161501;161600;48
Chr1;161601;161700;41
Chr1;161701;161800;42
Chr1;161801;161900;46
Chr1;161901;162000;37
Chr1;162001;162100;35
Chr1;162101;162200;45
Chr1;162201;162300;46
Chr1;162301;162400;43
Chr1;162401;162500;42
Chr1;162501;162600;35
Chr1;162601;162700;26
Chr1;162701;162800;34
Chr1;162801;162900;32
Chr1;162901;163000;33
Chr1;163001;163100;38
Chr1;163101;163200;30
Chr1;163201;163300;25
Chr1;163301;163400;57
Chr1;163401;163500;34
Chr1;163501;163600;43
Chr1;163601;163700;20
Chr1;163701;163800;35
Chr1;163801;163900;60
Chr1;163901;164000;33
Chr1;164001;164100;46
Chr1;164101;164200;43
Chr1;164201;164300;50
Chr1;164301;164379;55
